review_description,rating
انلف لكاعااغ اغنيه محمد فؤاد دينا في المخزون في المخزون في هذا الموضوع الى صديق في هذا الموضوع غير أن في ةلاتلاتفلةافثففةا الله عليه وسلم في ةلاتلاتفلةافثففةا فةة وتنعبنبعق الله تعالى في هذا الموضوع في المخزون في المخزون الله تعالى وبركاته اخواني الاعزاء في المخزون في المخزون على ههههههههه والله غههقابتهه ههلديلليل بلفف. بابا. باب في المخزون في المخزون على ههههههههه والله اعلم وصلي على خ خ د محمد في ت,1
عليكم مراقبة السائقين وارشادهم غير متعلمين لقوانين المرور خصيصا في دبي,-1
زبتله,-1
الاول على البرنامج الاكل,1
بعض الوجبات غير مرفقة بالصور ولا الوصف الكامل,1
+الاسم انا المشكلة في المنطقة اذا منطقتك بعيدة عن المطعم مايطلع,1
برنامج سهل ومختصر 👍👍👍,1
خدمة ممتازة ورحلة جميلة,1
إدخال كلمه السر يقولون خطأ باله وش الفيده,-1
مرره ممتاز,1
برنامج  اكثر من هائل,1
شركة لاترحم موظفيها,-1
احسن اكل💕,1
سبام رسايل,-1
لا يصل في الوقت المناسب,1
I LIKE so much,-1
حتى نجمة ما بستاهل بضحكو على بالتوصيل المجاني وبزيدو الضرائب وغير هيك بسحبو من الفيزا بدون ما يتأكد الطلب 🙂,-1
كم توصيل من القاهره إلى اسكندريه,1
"Ur service are bad,,,,,, give drivers jordan ur rights to improve their services",-1
سئ جدا مش بيوصل لأى مكان مع إن موقعى فى القاهرة الكبرى,-1
ممتاز جدا ..تواصل من المطعم مباشرة بعد الطلب..متعاونين اذا الطلب مو موجود يجي اتصال من الموظفين يخبرونك..جدا رائع..بالتوفيق لانكم الافضل,1
احلى تطبيق بلعالم يستاهل الف لايك,1
نظيف و محترم,1
خخح,-1
جيده جدا شكرا لكم,1
تأخير,-1
"بعد تعامل دام سنة ونص تقريبا ، مسحت التطبيق ،لانه فعلا صار مقرف الوضع ،تأخير بقبول الطلبات بشكل دائم ، يعني يا الغي الطلب او أقبل الطلب ليش يضل الزبون يستنى بالنهاية تلغي طلبه نزلت تطبيق كريم اليوم وعن تجربة افضل من طلبات بكثير ومسحت طلبات",-1
Excellent ☺️,1
بصراحه تطبيق رائع وممتاز وخدمه سريعه دايم فى الأفضل أن شاء الله,1
طلبات ممكن سؤال النقاط إلي نجمعها وين تسير ممكن توضيح ولا بس دعاية هالنقاط مااستفدنا منها بشي,-1
تطبيق غير عادل... شئ في منتهي الاستهانة وعدم التقدير...اتمني الفشل للشركة جزاء لهم علي اهمال العملاء وعدم رد الاموال المسحوبة عند تفويت الرحلات... واتمني ان اجد بديلا لهم في القريب العاجل,-1
احلى شيء في الدنيا و ادق عليك بالدنيا,1
جميل باستثناء ماكدونالدز وميزه اللوكيشن ملاعين لو يخوزونها,1
يساتهل خمسة نجوووووم,1
"ياريت يكون في خط بيمر من عند كوبري الفنجري،، ويوصل حتى اكاديمية القاهرة الجديدة بالتجمع الخامس عند ميدان اربيلا",1
"ممتاز بجميع المقاييس ، رائع الله يوفق القائمين عليه ويعطيهم تمام الصحه والعافيه",1
الخدمه سيءه لانه توهيق في توهيق و طلب كلا ناقصصصصص,-1
أنصح بعدم حفظ بطاقة البنك تجنبا لعدم حصول عمليات سرقه و شكرا,-1
التطبيق سئ كل م افتح الاقيه البرنامج الاقيه بيخرج لوحده ولازم احذفه وتحمله من الاول يشتغل اول مره تمام وبعدين يعمل نفس الحركة,-1
التطبيق زفت كل ما أجى أسجل علشان أعمل حساب يقول لى البيانات غير صحيح,-1
إنهويعجبني,1
ممتاز شكرا لتجديد,1
يليت تسرعون التوصيل بس و شكرا,1
انا كل ما اطلب حاجة يقولى مش بيوصل العنوان دة اطلب ازاى بقى,-1
سريع ورائع,1
رائع بالتوفيق,1
انه ممتاز❤,1
تم التعامل مع الشكوى ..شكرا جزيلا,1
الاعلان مزعج ويطلع لك فجأة مع موسيقى حتى لو نص الليل وغير مرغوب,-1
بس يجيابه برد,1
هذا الموقع غير صار غير موثوق به لدى مبلغ أكثر من خمسة عشر يوم ولم يسترد إلى الآن,-1
البرنامج زق.,-1
التطبيق لا يعمل في أوقات كثيره غير سوء الخدمات سواء من الكابتن والباصات والمواعيد اخدهم العملاء,-1
برنامج ممتاز ومفيد اتمنى تضيفون السوبر ماركت او البقاله راح نستفيد اكثر والله يوفقكم,1
كويس جدا انا كتير حبيتو وانصحكم ب تنزيله,1
"غنية عن التعريف
تمتلك اكبر المدن  الحديثة في القاهرة
مدينتي والرحاب ونور وسيسيليا",1
🔥🔥🔥🔥,1
يوصلك لين بيتك,1
برنامج حلو للطلبات ويتميز بسرعة الرد على الشكاوي,1
تقيم هذا التطبيق,1
هل فيه ماك وجميع المطاعم املا,1
برنامججج جميلللل💜💜💜💜.,1
ما جربت كل ساعه القا ذا البرنامج ف الاعلانات,-1
تطبيق سئ جدا ارسلت لهم اكثر من مرة لمدة 3-ايام ومافي منهم رد,-1
صراحه حلو نوعن ماا,1
قمة في سهولة الاستخدام,1
لنا توصلون الطلب بسرعة وثاني شي انتم احسن من كارج,1
شكرا التطبيق وايد حلو 👍,1
تم مشارك شركه ترند فارما للصناعات الدوائيه والغذائية اعشاب رووتس في احتفال رأس السنة في كابتر,1
التطبيق حلو جدا والخدمه ممتازه ولكن الاسعار عاليه شويه,1
السلام ورحمة,1
يعني ايه الموقع لا يمكنه التوصيل في هذا المكان وانا ساكن في العشرين فيصل حاجه غريبه بصراحه أنا همسح البرنامج السئ ده,-1
ابلكيشن جميل,1
نننااارر💙💕*,1
اسوء ابلكيشن في الدنيا حقيقي ومعظم السائقين اسوء ما يكون,-1
ممتاز دايم اطلب منه ويجي الاكل حار,1
تطبيق جدا سئ و ماانصح حد يجربو كذابين في العروض و ما يرجعو مبلغ مسحوب بسبب الغاء طلب بحطوه في الرصيد و يغلص بعد فترة 10/10-,-1
جميل انشالله التوفيق والتألق دائما تحياتي البغدادية,1
خمس نجوم فى الإزعاج من كثرة تكرار الإعلان الذى اصابنى بالعصبية والنرفزة وكتسير هاتفى السابق . ارحمونى انا ابلغ من العمر ٧٧ عام مواليد ١٩٤٥ واسكن بالأسكندرية وليس بالقاهرة,1
يسسسسس,1
اجل,1
حلوووين يفك ازمه ذا البرنامج يعني من ناحية نكون مسافرين منطقه وب الشقه مانعرف ايش مطاعم المنطقه ذي الكويسه نفتح التطبيق ونشوف التعليقات ونطلب ويوصل لباب البيت خلال السفر فقط استعمله 😀,1
فعال وممتاز,1
كله تمام بس هايي النجمه راحت عشان ما في رحلات مخصصه,1
انا من المستخدمين الدائمين ولكن بعد ما حدث مع السائقين ولاد البلد الذين يبحثون عن لقمة عيش كريمه تخفضو الأجور ٤٠٪ هذا استغلال ناجم عن طمع ولا أنصح أحد أن يستخدم هذا التطبيق لأنكم تشاركون في تفشي الاستغلال والطمع,-1
تطبيق زبالة الزبالة انصحكو اوعو تنزلو كل ما اجب ايجي اسجل الدخول القيه بيقولي الحساب مسجل علي هاتف اخر واللي يجنن ان الخط لسه جديد,-1
سيء جدا اطلب و اجلس انتظر بعد 6 ساعات كلمت المطعم بشكل مباشر و قالو ما وصلنا شي وهذي رابع مره تصير,-1
حلو بس اذا كان مشغول يكون التطبيق بايخ,1
لا اعرف كيف استفيد بعرض خصم 40 جنية على البيتزا ولا يعطينى كود لادخالة هو دة اية كلام يعنى🙄,0
ولله البرنامج حلو بس المشكله التأخير 😢🔪,1
خدمة جيدة بالنسبة للخطوط طويلة المسافة مع الإهتمام دائما بقرار العميل لتحسين الخدمة للعملاء,1
برنامج سيء وكمان في كدب على العملاء هقولكم تجربتي في البرنامج دة كنت رايح للقاهرة لجامعة عين شمس اتحركت من المنصورة ونزلت في الحصري بسبب ان السواق ان الابلكيشن كاتبله ان المفترض هنا محطة النزول وغير كدة اخد ثمن التوصيل كامل وبعدها اخدت مواصلة تانية من القاهرة عشان اوصل لجامعة عين شمس وكلفني مبلغ كبير كمان بعدها بيوم تاني لما اديتهم الريت رنو عليا خدمة العملاء وقالولي ان سياسة البرنامج بتقول ان هما يوصلوني لاقرب محطة من الموقع المحدد مع انو كاتب في الاعلان ان هو يوصل لكل مكان ومن الباب للباب,-1
